b,DRXFCSD,DRXFCLD
26317121,"b'SCALLOPS, GRILLED'","b'Scallops, grilled'"
26317130,"b'SCALLOPS, STEAMED OR BOILED'","b'Scallops, steamed or boiled'"
26317140,"b'SCALLOPS, FRIED'","b'Scallops, fried'"
26319110,"b'SHRIMP, NFS'","b'Shrimp, NFS'"
26319120,"b'SHRIMP, BAKED OR BROILED'","b'Shrimp, baked or broiled'"
26319123,"b'SHRIMP, GRILLED'","b'Shrimp, grilled'"
26319130,"b'SHRIMP, STEAMED OR BOILED'","b'Shrimp, steamed or boiled'"
26319140,"b'SHRIMP, FRIED'","b'Shrimp, fried'"
26319160,"b'SHRIMP, BAKED OR BROILED, COATED'","b'Shrimp, baked or broiled, coated'"
26319170,"b'SHRIMP, DRIED'","b'Shrimp, dried'"
26319180,"b'SHRIMP, CANNED'","b'Shrimp, canned'"
26321110,b'ESCARGOT',b'Escargot'
27100100,"b'BARBECUE MEAT, NFS'","b'Barbecue meat, NFS'"
27111000,b'BEEF WITH TOMATO-BASED SAUCE',b'Beef with tomato-based sauce'
27111200,b'BEEF BURGUNDY',b'Beef burgundy'
27111300,"b'GUISADA, BEEF'","b'Guisada, beef'"
27111400,"b'CHILI, NFS'","b'Chili, NFS'"
27111405,"b'CHILI WITH MEAT, FROM RESTAURANT'","b'Chili with meat, from restaurant'"
27111406,b'CHILI WITH MEAT AND BEANS',b'Chili with meat and beans'
27111407,"b'CHILI WITH MEAT, CANNED'","b'Chili with meat, canned'"
27111420,b'CHILI WITH MEAT',b'Chili with meat'
27111500,"b'SLOPPY JOE, NO BUN'","b'Sloppy joe, no bun'"
27112000,b'BEEF WITH GRAVY',b'Beef with gravy'
27112010,b'SALISBURY STEAK WITH GRAVY',b'Salisbury steak with gravy'
27113000,b'BEEF WITH CREAM OR WHITE SAUCE',b'Beef with cream or white sauce'
27113100,b'BEEF STROGANOFF',b'Beef stroganoff'
27113200,b'CREAMED CHIPPED OR DRIED BEEF',b'Creamed chipped or dried beef'
27113300,b'SWEDISH MEATBALLS WITH CREAM OR WHITE SAUCE',b'Swedish meatballs with cream or white sauce'
27114000,b'BEEF WITH MUSHROOM SAUCE',b'Beef with mushroom sauce'
27115000,b'BEEF WITH SOY-BASED SAUCE',b'Beef with soy-based sauce'
27115100,b'STEAK TERIYAKI',b'Steak teriyaki'
27116100,b'BEEF CURRY',b'Beef curry'
27116110,b'BEEF CURRY WITH RICE',b'Beef curry with rice'
27116200,"b'BARBECUE BEEF, WITH SAUCE'","b'Barbecue beef, with sauce'"
27116210,"b'BARBECUE BEEF, NO SAUCE'","b'Barbecue beef, no sauce'"
27116300,b'BEEF WITH SWEET AND SOUR SAUCE',b'Beef with sweet and sour sauce'
27116350,"b'STEWED SEASONED GROUND BEEF, MEXICAN STYLE'","b'Stewed seasoned ground beef, Mexican style'"
27116400,b'STEAK TARTARE',b'Steak tartare'
27118110,"b'MEATBALLS, PUERTO RICAN STYLE'","b'Meatballs, Puerto Rican style'"
27118120,"b'STEWED SEASONED GROUND BEEF, PUERTO RICAN STYLE'","b'Stewed seasoned ground beef, Puerto Rican style'"
27118130,"b'STEWED DRIED BEEF, PUERTO RICAN STYLE'","b'Stewed dried beef, Puerto Rican style'"
27120020,b'HAM OR PORK WITH GRAVY',b'Ham or pork with gravy'
27120030,"b'BARBECUE PORK, WITH SAUCE'","b'Barbecue pork, with sauce'"
27120040,"b'BARBECUE PORK, NO SAUCE'","b'Barbecue pork, no sauce'"
27120060,b'SWEET AND SOUR PORK',b'Sweet and sour pork'
27120080,b'HAM STROGANOFF',b'Ham stroganoff'
27120090,b'HAM OR PORK WITH MUSHROOM SAUCE',b'Ham or pork with mushroom sauce'
27120100,b'HAM OR PORK WITH TOMATO-BASED SAUCE',b'Ham or pork with tomato-based sauce'
27120110,b'SAUSAGE WITH TOMATO-BASED SAUCE',b'Sausage with tomato-based sauce'
27120120,b'SAUSAGE GRAVY',b'Sausage gravy'
27120130,"b'GUISADA, PORK'","b'Guisada, pork'"
27120150,b'PORK OR HAM WITH SOY-BASED SAUCE',b'Pork or ham with soy-based sauce'
27120210,"b'CHILI HOT DOG, NO BUN'","b'Chili hot dog, no bun'"
27120250,b'FRANKFURTERS OR HOT DOGS WITH TOMATO-BASED SAUCE',b'Frankfurters or hot dogs with tomato-based sauce'
27121000,b'PORK WITH CHILI AND TOMATOES',b'Pork with chili and tomatoes'
27121010,"b'STEWED PORK, PUERTO RICAN STYLE'","b'Stewed pork, Puerto Rican style'"
27130010,b'LAMB OR MUTTON WITH GRAVY',b'Lamb or mutton with gravy'
27133010,"b'STEWED GOAT, PUERTO RICAN STYLE'","b'Stewed goat, Puerto Rican style'"
27135020,b'VEAL SCALLOPINI',b'Veal scallopini'
27135050,b'VEAL MARSALA',b'Veal Marsala'
27135110,b'VEAL PARMIGIANA',b'Veal parmigiana'
27135150,b'VEAL CORDON BLEU',b'Veal cordon bleu'
27136050,b'VENISON OR DEER WITH TOMATO-BASED SAUCE',b'Venison or deer with tomato-based sauce'
27136080,b'VENISON OR DEER WITH GRAVY',b'Venison or deer with gravy'
27141000,b'CHICKEN OR TURKEY CACCIATORE',b'Chicken or turkey cacciatore'
27141030,b'SPAGHETTI SAUCE WITH POULTRY',b'Spaghetti sauce with poultry'
27141035,b'SPAGHETTI SAUCE WITH POULTRY AND ADDED VEGETABLES',b'Spaghetti sauce with poultry and added vegetables'
27141050,"b'STEWED CHICKEN WITH TOMATO-BASED SAUCE, MEXICAN STYLE'","b'Stewed chicken with tomato-based sauce, Mexican style'"
27141500,b'CHILI WITH CHICKEN AND BEANS',b'Chili with chicken and beans'
27141505,b'CHILI WITH CHICKEN',b'Chili with chicken'
27141510,"b'CHILI, WHITE'","b'Chili, white'"
27142000,b'CHICKEN WITH GRAVY',b'Chicken with gravy'
27142100,b'CHICKEN OR TURKEY FRICASSEE',b'Chicken or turkey fricassee'
27142200,b'TURKEY WITH GRAVY',b'Turkey with gravy'
27143000,b'CHICKEN OR TURKEY WITH CREAM SAUCE',b'Chicken or turkey with cream sauce'
27144000,b'CHICKEN OR TURKEY WITH MUSHROOM SAUCE',b'Chicken or turkey with mushroom sauce'
27145000,b'CHICKEN OR TURKEY WITH TERIYAKI',b'Chicken or turkey with teriyaki'
27146011,b'BARBECUE CHICKEN',b'Barbecue chicken'
27146100,b'SWEET AND SOUR CHICKEN OR TURKEY',b'Sweet and sour chicken or turkey'
27146110,"b'SWEET AND SOUR CHICKEN OR TURKEY, WITHOUT VEGETABLES'","b'Sweet and sour chicken or turkey, without vegetables'"
27146150,b'CHICKEN CURRY',b'Chicken curry'
27146155,b'CHICKEN CURRY WITH RICE',b'Chicken curry with rice'
27146160,b'CHICKEN WITH MOLE SAUCE',b'Chicken with mole sauce'
27146200,b'CHICKEN OR TURKEY WITH CHEESE SAUCE',b'Chicken or turkey with cheese sauce'
27146250,b'CHICKEN OR TURKEY CORDON BLEU',b'Chicken or turkey cordon bleu'
27146300,b'CHICKEN OR TURKEY PARMIGIANA',b'Chicken or turkey parmigiana'
27146350,b'ORANGE CHICKEN',b'Orange chicken'
27146360,b'SESAME CHICKEN',b'Sesame chicken'
27146400,b'CHICKEN KIEV',b'Chicken kiev'
27148010,"b'STUFFED CHICKEN, DRUMSTICK OR BREAST, PUERTO RICAN STYLE'","b'Stuffed chicken, drumstick or breast, Puerto Rican style'"
27150010,"b'FISH WITH CREAM OR WHITE SAUCE, NOT TUNA OR LOBSTER'","b'Fish with cream or white sauce, not tuna or lobster'"
27150050,b'FISH TIMBALE OR MOUSSE',b'Fish timbale or mousse'
27150110,b'SHRIMP COCKTAIL',b'Shrimp cocktail'
27150120,b'TUNA WITH CREAM OR WHITE SAUCE',b'Tuna with cream or white sauce'
27150130,b'SEAFOOD THERMIDOR',b'Seafood thermidor'
27150140,b'SEAFOOD SAUCE',b'Seafood sauce'
27150151,b'SPAGHETTI SAUCE WITH SEAFOOD',b'Spaghetti sauce with seafood'
27150155,b'SPAGHETTI SAUCE WITH SEAFOOD AND ADDED VEGETABLES',b'Spaghetti sauce with seafood and added vegetables'
27150160,b'SHRIMP WITH LOBSTER SAUCE',b'Shrimp with lobster sauce'
27150170,b'SWEET AND SOUR SHRIMP',b'Sweet and sour shrimp'
27150210,b'FISH SAUCE',b'Fish sauce'
27150230,b'SHRIMP SCAMPI',b'Shrimp scampi'
27150310,b'FISH WITH TOMATO-BASED SAUCE',b'Fish with tomato-based sauce'
27150320,b'FISH CURRY',b'Fish curry'
27150325,b'FISH CURRY WITH RICE',b'Fish curry with rice'
27150410,b'SHRIMP TERIYAKI',b'Shrimp teriyaki'
27151030,b'CEVICHE',b'Ceviche'
27151040,"b'CRABS IN TOMATO-BASED SAUCE, PUERTO RICAN STYLE'","b'Crabs in tomato-based sauce, Puerto Rican style'"
27151050,"b'SHRIMP IN GARLIC SAUCE, PUERTO RICAN STYLE'","b'Shrimp in garlic sauce, Puerto Rican style'"
27151070,"b'STEW, FISH'","b'Stew, fish'"
27160100,"b'MEATBALLS, NS AS TO TYPE OF MEAT, WITH SAUCE'","b'Meatballs, NS as to type of meat, with sauce'"
27161010,"b'MEAT LOAF, PUERTO RICAN STYLE'","b'Meat loaf, Puerto Rican style'"
27162010,b'MEAT WITH TOMATO-BASED SAUCE',b'Meat with tomato-based sauce'
27162040,b'SPAGHETTI SAUCE WITH MEAT',b'Spaghetti sauce with meat'
27162060,b'SPAGHETTI SAUCE WITH MEAT AND ADDED VEGETABLES',b'Spaghetti sauce with meat and added vegetables'
27162500,"b'STEWED, SEASONED, GROUND BEEF AND PORK, MEXICAN STYLE'","b'Stewed, seasoned, ground beef and pork, Mexican style'"
27163010,"b'MEAT WITH GRAVY, NS AS TO TYPE OF MEAT,'","b'Meat with gravy, NS as to type of meat,'"
27211000,"b'BEEF AND POTATOES, NO SAUCE'","b'Beef and potatoes, no sauce'"
27211190,"b'BEEF AND POTATOES WITH CREAM SAUCE, WHITE SAUCE OR MUSHROOM'","b'Beef and potatoes with cream sauce, white sauce or mushroom sauce'"
27211300,"b'BEEF, ROAST, HASH'","b'Beef, roast, hash'"
27211400,b'CORNED BEEF HASH',b'Corned beef hash'
27211500,b'BEEF AND POTATOES WITH CHEESE SAUCE',b'Beef and potatoes with cheese sauce'
27211550,"b'STEWED, SEASONED, GROUND BEEF WITH POTATOES, MEXICAN STYLE'","b'Stewed, seasoned, ground beef with potatoes, Mexican style'"
27212000,"b'BEEF AND NOODLES, NO SAUCE'","b'Beef and noodles, no sauce'"
27212050,b'BEEF AND MACARONI WITH CHEESE SAUCE',b'Beef and macaroni with cheese sauce'
27212100,b'BEEF AND NOODLES WITH TOMATO-BASED SAUCE',b'Beef and noodles with tomato-based sauce'
27212120,b'CHILI WITH MACARONI',b'Chili with macaroni'
27212200,b'BEEF AND NOODLES WITH GRAVY',b'Beef and noodles with gravy'
27212300,b'BEEF AND NOODLES WITH CREAM OR WHITE SAUCE',b'Beef and noodles with cream or white sauce'
27212350,b'BEEF STROGANOFF WITH NOODLES',b'Beef stroganoff with noodles'
27212400,b'BEEF AND NOODLES WITH MUSHROOM SAUCE',b'Beef and noodles with mushroom sauce'
27212500,b'BEEF AND NOODLES WITH SOY-BASED SAUCE',b'Beef and noodles with soy-based sauce'
27213000,"b'BEEF AND RICE, NO SAUCE'","b'Beef and rice, no sauce'"
27213010,b'BIRYANI WITH MEAT',b'Biryani with meat'
27213100,b'BEEF AND RICE WITH TOMATO-BASED SAUCE',b'Beef and rice with tomato-based sauce'
27213120,b'PORCUPINE BALLS WITH TOMATO-BASED SAUCE',b'Porcupine balls with tomato-based sauce'
27213200,b'BEEF AND RICE WITH GRAVY',b'Beef and rice with gravy'
27213300,b'BEEF AND RICE WITH CREAM SAUCE',b'Beef and rice with cream sauce'
27213400,b'BEEF AND RICE WITH MUSHROOM SAUCE',b'Beef and rice with mushroom sauce'
27213420,b'PORCUPINE BALLS WITH MUSHROOM SAUCE',b'Porcupine balls with mushroom sauce'
27213500,b'BEEF AND RICE WITH SOY-BASED SAUCE',b'Beef and rice with soy-based sauce'
27213600,b'BEEF AND RICE WITH CHEESE SAUCE',b'Beef and rice with cheese sauce'
27214100,b'MEAT LOAF MADE WITH BEEF',b'Meat loaf made with beef'
27214110,"b'MEAT LOAF MADE WITH BEEF, WITH TOMATO-BASED SAUCE'","b'Meat loaf made with beef, with tomato-based sauce'"
27214300,b'BEEF WELLINGTON',b'Beef wellington'
27214500,b'CORNED BEEF PATTY',b'Corned beef patty'
27218210,"b'BEEF STEW WITH POTATOES, PUERTO RICAN STYLE'","b'Beef stew with potatoes, Puerto Rican style'"
27220010,b'MEAT LOAF MADE WITH HAM',b'Meat loaf made with ham'
27220020,b'HAM AND NOODLES WITH CREAM OR WHITE SAUCE',b'Ham and noodles with cream or white sauce'
27220030,b'HAM AND RICE WITH MUSHROOM SAUCE',b'Ham and rice with mushroom sauce'
27220050,b'HAM OR PORK WITH STUFFING',b'Ham or pork with stuffing'
27220080,b'HAM CROQUETTE',b'Ham croquette'
27220110,b'PORK AND RICE WITH TOMATO-BASED SAUCE',b'Pork and rice with tomato-based sauce'
27220120,b'SAUSAGE AND RICE WITH TOMATO-BASED SAUCE',b'Sausage and rice with tomato-based sauce'
27220150,b'SAUSAGE AND RICE WITH MUSHROOM SAUCE',b'Sausage and rice with mushroom sauce'
27220170,b'SAUSAGE AND RICE WITH CHEESE SAUCE',b'Sausage and rice with cheese sauce'
27220190,b'SAUSAGE AND NOODLES WITH CREAM OR WHITE SAUCE',b'Sausage and noodles with cream or white sauce'
27220210,"b'HAM AND NOODLES, NO SAUCE'","b'Ham and noodles, no sauce'"
27220310,"b'HAM OR PORK AND RICE, NO SAUCE'","b'Ham or pork and rice, no sauce'"
27220510,b'HAM OR PORK AND POTATOES WITH GRAVY',b'Ham or pork and potatoes with gravy'
27220520,b'HAM OR PORK AND POTATOES WITH CHEESE SAUCE',b'Ham or pork and potatoes with cheese sauce'
27221100,"b""STEWED PIG'S FEET, PUERTO RICAN STYLE""","b""Stewed pig's feet, Puerto Rican style"""
27221150,"b'STEW, PORK'","b'Stew, pork'"
27221170,"b'STEW, PORK, WITH PASTA'","b'Stew, pork, with pasta'"
27230010,b'LAMB OR MUTTON LOAF',b'Lamb or mutton loaf'
27231000,b'LAMB OR MUTTON AND POTATOES WITH GRAVY',b'Lamb or mutton and potatoes with gravy'
27232000,b'LAMB OR MUTTON AND POTATOES WITH TOMATO-BASED SAUCE',b'Lamb or mutton and potatoes with tomato-based sauce'
27233000,b'LAMB OR MUTTON AND NOODLES WITH GRAVY',b'Lamb or mutton and noodles with gravy'
27235000,b'MEAT LOAF MADE WITH VENISON/DEER',b'Meat loaf made with venison/deer'
27236000,b'VENISON OR DEER AND NOODLES WITH CREAM OR WHITE SAUCE',b'Venison or deer and noodles with cream or white sauce'
27241000,b'CHICKEN OR TURKEY HASH',b'Chicken or turkey hash'
27241010,b'CHICKEN OR TURKEY AND POTATOES WITH GRAVY',b'Chicken or turkey and potatoes with gravy'
27242000,"b'CHICKEN OR TURKEY AND NOODLES, NO SAUCE'","b'Chicken or turkey and noodles, no sauce'"
27242200,b'CHICKEN OR TURKEY AND NOODLES WITH GRAVY',b'Chicken or turkey and noodles with gravy'
27242250,b'CHICKEN OR TURKEY AND NOODLES WITH MUSHROOM SAUCE',b'Chicken or turkey and noodles with mushroom sauce'
27242300,b'CHICKEN OR TURKEY AND NOODLES WITH CREAM OR WHITE SAUCE',b'Chicken or turkey and noodles with cream or white sauce'
27242310,b'CHICKEN OR TURKEY AND NOODLES WITH CHEESE SAUCE',b'Chicken or turkey and noodles with cheese sauce'
27242350,b'CHICKEN OR TURKEY TETRAZZINI',b'Chicken or turkey tetrazzini'
27242400,b'CHICKEN OR TURKEY AND NOODLES WITH TOMATO-BASED SAUCE',b'Chicken or turkey and noodles with tomato-based sauce'
27242500,b'CHICKEN OR TURKEY AND NOODLES WITH SOY-BASED SAUCE',b'Chicken or turkey and noodles with soy-based sauce'
27243000,"b'CHICKEN OR TURKEY AND RICE, NO SAUCE'","b'Chicken or turkey and rice, no sauce'"
27243100,b'BIRYANI WITH CHICKEN',b'Biryani with chicken'
27243300,b'CHICKEN OR TURKEY AND RICE WITH CREAM SAUCE',b'Chicken or turkey and rice with cream sauce'
27243400,b'CHICKEN OR TURKEY AND RICE WITH MUSHROOM SAUCE',b'Chicken or turkey and rice with mushroom sauce'
27243500,b'CHICKEN OR TURKEY AND RICE WITH TOMATO-BASED SAUCE',b'Chicken or turkey and rice with tomato-based sauce'
27243600,b'CHICKEN OR TURKEY AND RICE WITH SOY-BASED SAUCE',b'Chicken or turkey and rice with soy-based sauce'
27246100,b'CHICKEN OR TURKEY WITH DUMPLINGS',b'Chicken or turkey with dumplings'
27246200,b'CHICKEN OR TURKEY WITH STUFFING',b'Chicken or turkey with stuffing'
27246300,"b'CHICKEN OR TURKEY CAKE, PATTY, OR CROQUETTE'","b'Chicken or turkey cake, patty, or croquette'"
27246400,b'CHICKEN OR TURKEY SOUFFLE',b'Chicken or turkey souffle'
27246500,b'MEAT LOAF MADE WITH CHICKEN OR TURKEY',b'Meat loaf made with chicken or turkey'
27246505,"b'MEAT LOAF MADE WITH CHICKEN OR TURKEY, WITH TOMATO-BASED SAU'","b'Meat loaf made with chicken or turkey, with tomato-based sauce'"
27250040,"b'CRAB, CAKE'","b'Crab, cake'"
27250050,"b'FISH, CAKE OR PATTY'","b'Fish, cake or patty'"
27250060,b'GEFILTE FISH',b'Gefilte fish'
27250070,"b'FISH, SALMON CAKE OR PATTY'","b'Fish, salmon cake or patty'"
27250120,"b'SHRIMP AND NOODLES, NO SAUCE'","b'Shrimp and noodles, no sauce'"
27250122,b'SHRIMP AND NOODLES WITH GRAVY',b'Shrimp and noodles with gravy'
27250124,b'SHRIMP AND NOODLES WITH MUSHROOM SAUCE',b'Shrimp and noodles with mushroom sauce'
27250126,b'SHRIMP AND NOODLES WITH CREAM OR WHITE SAUCE',b'Shrimp and noodles with cream or white sauce'
27250128,b'SHRIMP AND NOODLES WITH SOY-BASED SAUCE',b'Shrimp and noodles with soy-based sauce'
27250130,b'SHRIMP AND NOODLES WITH CHEESE SAUCE',b'Shrimp and noodles with cheese sauce'
27250132,b'SHRIMP AND NOODLES WITH TOMATO SAUCE',b'Shrimp and noodles with tomato sauce'
27250160,b'TUNA CAKE OR PATTY',b'Tuna cake or patty'
27250210,b'CLAM CAKE OR PATTY',b'Clam cake or patty'
27250250,b'FLOUNDER WITH CRAB STUFFING',b'Flounder with crab stuffing'
27250260,"b'LOBSTER WITH BREAD STUFFING, BAKED'","b'Lobster with bread stuffing, baked'"
27250270,b'CLAMS CASINO',b'Clams Casino'
27250400,"b'SHRIMP, CAKE OR PATTY'","b'Shrimp, cake or patty'"
27250410,b'SHRIMP WITH CRAB STUFFING',b'Shrimp with crab stuffing'
27250450,b'SHRIMP TOAST',b'Shrimp toast'
27250520,b'IMITATION CRAB MEAT',b'Imitation crab meat'
27250550,b'SEAFOOD SOUFFLE',b'Seafood souffle'
27250610,b'TUNA NOODLE CASSEROLE WITH CREAM OR WHITE SAUCE',b'Tuna noodle casserole with cream or white sauce'
27250630,b'TUNA NOODLE CASSEROLE WITH MUSHROOM SAUCE',b'Tuna noodle casserole with mushroom sauce'
27250710,b'TUNA AND RICE WITH MUSHROOM SAUCE',b'Tuna and rice with mushroom sauce'
27250810,b'FISH AND RICE WITH TOMATO-BASED SAUCE',b'Fish and rice with tomato-based sauce'
27250820,b'FISH AND RICE WITH CREAM SAUCE',b'Fish and rice with cream sauce'
27250830,b'FISH AND RICE WITH MUSHROOM SAUCE',b'Fish and rice with mushroom sauce'
27250900,b'FISH AND NOODLES WITH MUSHROOM SAUCE',b'Fish and noodles with mushroom sauce'
27250950,b'SHELLFISH AND NOODLES WITH TOMATO-BASED SAUCE',b'Shellfish and noodles with tomato-based sauce'
27251010,"b'STEWED SALMON, PUERTO RICAN STYLE'","b'Stewed salmon, Puerto Rican style'"
27260010,"b'MEAT LOAF, NS AS TO TYPE OF MEAT'","b'Meat loaf, NS as to type of meat'"
27260050,"b'MEATBALLS, WITH BREADING, NS AS TO TYPE OF MEAT, WITH GRAVY'","b'Meatballs, with breading, NS as to type of meat, with gravy'"
27260080,b'MEAT LOAF MADE WITH BEEF AND PORK',b'Meat loaf made with beef and pork'
27260090,"b'MEAT LOAF MADE WITH BEEF, VEAL AND PORK'","b'Meat loaf made with beef, veal and pork'"
27260100,"b'MEAT LOAF MADE WITH BEEF AND PORK, WITH TOMATO-BASED SAUCE'","b'Meat loaf made with beef and pork, with tomato-based sauce'"
27260110,"b'HASH, NS AS TO TYPE OF MEAT'","b'Hash, NS as to type of meat'"
27260500,"b'VIENNA SAUSAGES STEWED WITH POTATOES, PUERTO RICAN STYLE'","b'Vienna sausages stewed with potatoes, Puerto Rican style'"
27261500,"b'STEWED, SEASONED, GROUND BEEF AND PORK WITH POTATOES, MEXICA'","b'Stewed, seasoned, ground beef and pork with potatoes, Mexican style'"
27311110,"b'BEEF, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI,'","b'Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce'"
27311120,"b'BEEF, POTATOES, AND VEGETABLES, EXCLUDING CARROTS, BROCCOLI,'","b'Beef, potatoes, and vegetables, excluding carrots, broccoli, and dark-green leafy; no sauce'"
27311210,"b'CORNED BEEF, POTATOES, AND VEGETABLES INCLUDING CARROTS, BRO'","b'Corned beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce'"
27311220,"b'CORNED BEEF, POTATOES, AND VEGETABLES EXCLUDING CARROTS, BRO'","b'Corned beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce'"
27311310,"b'STEW, BEEF, CANNED'","b'Stew, beef, canned'"
27311410,"b'STEW, BEEF'","b'Stew, beef'"
27311430,"b'STEW, BEEF, WITH PASTA'","b'Stew, beef, with pasta'"
27311510,"b""SHEPHERD'S PIE""","b""Shepherd's pie"""
27311600,"b'BEEF, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI,'","b'Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy'"
27311605,"b'BEEF, POTATOES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI,'","b'Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy'"
27311610,"b'BEEF, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI,'","b'Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce'"
27311620,"b'BEEF, POTATOES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI,'","b'Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce'"
27311625,"b'BEEF, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI,'","b'Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce'"
27311630,"b'BEEF, POTATOES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI,'","b'Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce'"
27311635,"b'BEEF, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI,'","b'Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce'"
27311640,"b'BEEF, POTATOES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI,'","b'Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce'"
27311645,"b'BEEF, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI,'","b'Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce'"
27311650,"b'BEEF, POTATOES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI,'","b'Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce'"
27313010,"b'BEEF, NOODLES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, A'","b'Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce'"
27313020,"b'BEEF, NOODLES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, A'","b'Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce'"
27313110,b'BEEF CHOW MEIN OR CHOP SUEY WITH NOODLES',b'Beef chow mein or chop suey with noodles'
27313150,"b'BEEF, NOODLES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, A'","b'Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce'"
27313160,"b'BEEF, NOODLES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, A'","b'Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce'"
27313210,"b'BEEF, NOODLES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, A'","b'Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce'"
27313220,"b'BEEF, NOODLES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, A'","b'Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce'"
27313310,"b'BEEF, NOODLES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, A'","b'Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce'"
27313320,"b'BEEF, NOODLES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, A'","b'Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce'"
27313410,"b'BEEF, NOODLES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, A'","b'Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy'"
27313420,"b'BEEF, NOODLES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, A'","b'Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy'"
